sentence,tokens,tags,Indicator
IBM's token mnbvcxzlkjhgfdsapoiuytrewqwas sent from 198.51.100.101 during the afternoon.,"['IBM', ""'s"", 'token', 'mnbvcxzlkjhgfdsapoiuytrewqwas', 'sent', 'from', '198.51.100.101', 'during', 'the', 'afternoon', '.']","['B-org', 'O', 'O', 'B-Token', 'O', 'O', 'B-IP', 'O', 'O', 'B-tim', 'O']",True
The credential asdf1234qwer5678tyuiopzxcvbnm was accessed in Tokyo at 10.0.0.5.,"['The', 'credential', 'asdf1234qwer5678tyuiopzxcvbnm', 'was', 'accessed', 'in', 'Tokyo', 'at', '10.0.0.5', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'B-geo', 'O', 'B-IP', 'O']",True
The token qazwsxedcrfvtgbyhnujmikolp123456 was verified at 2400:cb00:2048:1::c629:d7a2 by Sarah.,"['The', 'token', 'qazwsxedcrfvtgbyhnujmikolp123456', 'was', 'verified', 'at', '2400:cb00:2048:1::c629:d7a2', 'by', 'Sarah', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'B-per', 'O']",True
Credential poiuytrewqlkjhgfdsamnbvcxz987654321 was sent from 192.168.123.123 during the London event.,"['Credential', 'poiuytrewqlkjhgfdsamnbvcxz987654321', 'was', 'sent', 'from', '192.168.123.123', 'during', 'the', 'London', 'event', '.']","['O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'B-geo', 'O', 'O']",True
"At 198.51.100.200, the key asdfghjklpoiuytrewqzxcvbnm123 was authenticated by Elon Musk.","['At', '198.51.100.200', ',', 'the', 'key', 'asdfghjklpoiuytrewqzxcvbnm123', 'was', 'authenticated', 'by', 'Elon', 'Musk', '.']","['O', 'B-IP', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'B-per', 'I-per', 'O']",True
The code zxcvbnmlkjhgfdsapoiuytrewqas was used in New York from 10.10.10.10.,"['The', 'code', 'zxcvbnmlkjhgfdsapoiuytrewqas', 'was', 'used', 'in', 'New', 'York', 'from', '10.10.10.10', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O', 'B-IP', 'O']",True
Facebook's credential asdfghjklqwertyuiopzxcvbnm123 was verified from 172.20.55.5 during the meeting.,"['Facebook', ""'s"", 'credential', 'asdfghjklqwertyuiopzxcvbnm123', 'was', 'verified', 'from', '172.20.55.5', 'during', 'the', 'meeting', '.']","['B-org', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'O', 'O']",True
The token mnbvcxzlkjhgfdsapoiuytrewqas12345 was sent to Amazon from 198.51.100.50.,"['The', 'token', 'mnbvcxzlkjhgfdsapoiuytrewqas12345', 'was', 'sent', 'to', 'Amazon', 'from', '198.51.100.50', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'B-org', 'O', 'B-IP', 'O']",True
"During the Berlin summit, the key qwertyuiopasdfghjklzxcvbnm123456 was authenticated at 172.16.0.2.","['During', 'the', 'Berlin', 'summit', ',', 'the', 'key', 'qwertyuiopasdfghjklzxcvbnm123456', 'was', 'authenticated', 'at', '172.16.0.2', '.']","['O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O']",True
Microsoft's token asdfghjklqwertyuiopzxcvbnm123 was sent from 2607:f8b0:4005:805::200e during the event.,"['Microsoft', ""'s"", 'token', 'asdfghjklqwertyuiopzxcvbnm123', 'was', 'sent', 'from', '2607:f8b0:4005:805::200e', 'during', 'the', 'event', '.']","['B-org', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'O', 'O']",True
The credential poiuytrewqlkjhgfdsamnbvcxz098 was verified at 10.0.0.8 by Jennifer Lopez.,"['The', 'credential', 'poiuytrewqlkjhgfdsamnbvcxz098', 'was', 'verified', 'at', '10.0.0.8', 'by', 'Jennifer', 'Lopez', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'B-per', 'I-per', 'O']",True
The key qazwsxedcrfvtgbyhnujmikolp123456789 was sent from 192.168.1.50 during the New Year's party.,"['The', 'key', 'qazwsxedcrfvtgbyhnujmikolp123456789', 'was', 'sent', 'from', '192.168.1.50', 'during', 'the', 'New', 'Year', ""'s"", 'party', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'B-tim', 'I-tim', 'I-tim', 'O', 'O']",True
Amazon's token mnbvcxzlkjhgfdsapoiuytrewqas123 was authenticated in Sydney at 203.0.113.60.,"['Amazon', ""'s"", 'token', 'mnbvcxzlkjhgfdsapoiuytrewqas123', 'was', 'authenticated', 'in', 'Sydney', 'at', '203.0.113.60', '.']","['B-org', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'B-geo', 'O', 'B-IP', 'O']",True
The token asdfghjklpoiuytrewqzxcvbnm123 was verified at 198.51.100.75 by Michael Johnson.,"['The', 'token', 'asdfghjklpoiuytrewqzxcvbnm123', 'was', 'verified', 'at', '198.51.100.75', 'by', 'Michael', 'Johnson', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'B-per', 'I-per', 'O']",True
The code poiuytrewqlkjhgfdsamnbvcxz098765 was sent from 172.20.10.10 to IBM headquarters.,"['The', 'code', 'poiuytrewqlkjhgfdsamnbvcxz098765', 'was', 'sent', 'from', '172.20.10.10', 'to', 'IBM', 'headquarters', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'B-org', 'O', 'O']",True
"At 203.0.113.90, the key zxcvbnmlkjhgfdsapoiuytrewqas12345 was used by Dr. John Watson.","['At', '203.0.113.90', ',', 'the', 'key', 'zxcvbnmlkjhgfdsapoiuytrewqas12345', 'was', 'used', 'by', 'Dr.', 'John', 'Watson', '.']","['O', 'B-IP', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'B-per', 'I-per', 'I-per', 'O']",True
Credential qazwsxedcrfvtgbyhnujmikolp123456789 was verified in Tokyo from 10.0.0.11 during the conference.,"['Credential', 'qazwsxedcrfvtgbyhnujmikolp123456789', 'was', 'verified', 'in', 'Tokyo', 'from', '10.0.0.11', 'during', 'the', 'conference', '.']","['O', 'B-Token', 'O', 'O', 'O', 'B-geo', 'O', 'B-IP', 'O', 'O', 'O', 'O']",True
The token mnbvcxzlkjhgfdsapoiuytrewqas123456 was sent from 2607:f8b0:4005:805::200e to Facebook.,"['The', 'token', 'mnbvcxzlkjhgfdsapoiuytrewqas123456', 'was', 'sent', 'from', '2607:f8b0:4005:805::200e', 'to', 'Facebook', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'B-org', 'O']",True
The key qazwsxedcrfvtgbyhnujmikolp123456 was verified at 198.51.100.125 by Alice in Paris.,"['The', 'key', 'qazwsxedcrfvtgbyhnujmikolp123456', 'was', 'verified', 'at', '198.51.100.125', 'by', 'Alice', 'in', 'Paris', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'B-per', 'O', 'B-geo', 'O']",True
"During the New York event, the credential poiuytrewqlkjhgfdsamnbvcxz098 was accessed from 192.168.50.50.","['During', 'the', 'New', 'York', 'event', ',', 'the', 'credential', 'poiuytrewqlkjhgfdsamnbvcxz098', 'was', 'accessed', 'from', '192.168.50.50', '.']","['O', 'O', 'B-geo', 'I-geo', 'O', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'B-IP', 'O']",False
Amazon's token zxcvbnmlkjhgfdsapoiuytrewqas123 was verified at 172.16.0.3 during the afternoon.,"['Amazon', ""'s"", 'token', 'zxcvbnmlkjhgfdsapoiuytrewqas123', 'was', 'verified', 'at', '172.16.0.3', 'during', 'the', 'afternoon', '.']","['B-org', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'B-tim', 'O']",True
The token asdfghjklpoiuytrewqzxcvbnm123 was authenticated by Michael Johnson at 198.51.100.200.,"['The', 'token', 'asdfghjklpoiuytrewqzxcvbnm123', 'was', 'authenticated', 'by', 'Michael', 'Johnson', 'at', '198.51.100.200', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'B-per', 'I-per', 'O', 'B-IP', 'O']",True
The code poiuytrewqlkjhgfdsamnbvcxz098765 was sent from 172.20.10.11 to IBM.,"['The', 'code', 'poiuytrewqlkjhgfdsamnbvcxz098765', 'was', 'sent', 'from', '172.20.10.11', 'to', 'IBM', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'B-org', 'O']",True
"At 203.0.113.95, the key zxcvbnmlkjhgfdsapoiuytrewqas12345 was used by Dr. John Watson.","['At', '203.0.113.95', ',', 'the', 'key', 'zxcvbnmlkjhgfdsapoiuytrewqas12345', 'was', 'used', 'by', 'Dr.', 'John', 'Watson', '.']","['O', 'B-IP', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'B-per', 'I-per', 'I-per', 'O']",True
Credential qazwsxedcrfvtgbyhnujmikolp123456789 was verified in Tokyo from 10.0.0.12 during the conference.,"['Credential', 'qazwsxedcrfvtgbyhnujmikolp123456789', 'was', 'verified', 'in', 'Tokyo', 'from', '10.0.0.12', 'during', 'the', 'conference', '.']","['O', 'B-Token', 'O', 'O', 'O', 'B-geo', 'O', 'B-IP', 'O', 'O', 'O', 'O']",True
The token mnbvcxzlkjhgfdsapoiuytrewqas123456 was sent from 2607:f8b0:4005:805::200e to Facebook.,"['The', 'token', 'mnbvcxzlkjhgfdsapoiuytrewqas123456', 'was', 'sent', 'from', '2607:f8b0:4005:805::200e', 'to', 'Facebook', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'B-org', 'O']",True
The key qazwsxedcrfvtgbyhnujmikolp123456 was verified at 198.51.100.130 by Alice in Paris.,"['The', 'key', 'qazwsxedcrfvtgbyhnujmikolp123456', 'was', 'verified', 'at', '198.51.100.130', 'by', 'Alice', 'in', 'Paris', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'B-per', 'O', 'B-geo', 'O']",True
"During the New York event, the credential poiuytrewqlkjhgfdsamnbvcxz098 was accessed from 192.168.50.60.","['During', 'the', 'New', 'York', 'event', ',', 'the', 'credential', 'poiuytrewqlkjhgfdsamnbvcxz098', 'was', 'accessed', 'from', '192.168.50.60', '.']","['O', 'O', 'B-geo', 'I-geo', 'O', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'B-IP', 'O']",False
Amazon's token zxcvbnmlkjhgfdsapoiuytrewqas123 was verified at 172.16.0.4 during the afternoon.,"['Amazon', ""'s"", 'token', 'zxcvbnmlkjhgfdsapoiuytrewqas123', 'was', 'verified', 'at', '172.16.0.4', 'during', 'the', 'afternoon', '.']","['B-org', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'B-tim', 'O']",True
The token asdfghjklpoiuytrewqzxcvbnm123 was authenticated by Michael Johnson at 198.51.100.210.,"['The', 'token', 'asdfghjklpoiuytrewqzxcvbnm123', 'was', 'authenticated', 'by', 'Michael', 'Johnson', 'at', '198.51.100.210', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'B-per', 'I-per', 'O', 'B-IP', 'O']",True
The code poiuytrewqlkjhgfdsamnbvcxz098765 was sent from 172.20.10.12 to IBM.,"['The', 'code', 'poiuytrewqlkjhgfdsamnbvcxz098765', 'was', 'sent', 'from', '172.20.10.12', 'to', 'IBM', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'B-org', 'O']",True
"At 203.0.113.100, the key zxcvbnmlkjhgfdsapoiuytrewqas12345 was used by Dr. John Watson.","['At', '203.0.113.100', ',', 'the', 'key', 'zxcvbnmlkjhgfdsapoiuytrewqas12345', 'was', 'used', 'by', 'Dr.', 'John', 'Watson', '.']","['O', 'B-IP', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'B-per', 'I-per', 'I-per', 'O']",True
Credential qazwsxedcrfvtgbyhnujmikolp123456789 was verified in Tokyo from 10.0.0.13 during the conference.,"['Credential', 'qazwsxedcrfvtgbyhnujmikolp123456789', 'was', 'verified', 'in', 'Tokyo', 'from', '10.0.0.13', 'during', 'the', 'conference', '.']","['O', 'B-Token', 'O', 'O', 'O', 'B-geo', 'O', 'B-IP', 'O', 'O', 'O', 'O']",True
The token mnbvcxzlkjhgfdsapoiuytrewqas123456 was sent from 2607:f8b0:4005:805::200e to Facebook.,"['The', 'token', 'mnbvcxzlkjhgfdsapoiuytrewqas123456', 'was', 'sent', 'from', '2607:f8b0:4005:805::200e', 'to', 'Facebook', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'B-org', 'O']",True
Alice sent the token ab12_xy34-pqrs7890 from 10.0.0.42 to Berlin headquarters.,"['Alice', 'sent', 'the', 'token', 'ab12_xy34-pqrs7890', 'from', '10.0.0.42', 'to', 'Berlin', 'headquarters', '.']","['B-per', 'O', 'O', 'O', 'B-Token', 'O', 'B-IP', 'O', 'B-gpe', 'O', 'O']",True
"On Wednesday, the server at 172.16.254.1 processed credential 9w8e7_r6t5y4-u3i2o1p for Amazon.","['On', 'Wednesday', ',', 'the', 'server', 'at', '172.16.254.1', 'processed', 'credential', '9w8e7_r6t5y4-u3i2o1p', 'for', 'Amazon', '.']","['O', 'B-tim', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'B-Token', 'O', 'B-org', 'O']",True
The key zx7vbnm_0987-asdfghjk was verified during the meeting in New York with John Doe.,"['The', 'key', 'zx7vbnm_0987-asdfghjk', 'was', 'verified', 'during', 'the', 'meeting', 'in', 'New', 'York', 'with', 'John', 'Doe', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'I-gpe', 'O', 'B-per', 'I-per', 'O']",True
IBM authenticated device 3tyslghiouyeuiosyet9w_euyi34-sfj connected from 2001:0db8:85a3:0000:0000:8a2e:0370:7334.,"['IBM', 'authenticated', 'device', '3tyslghiouyeuiosyet9w_euyi34-sfj', 'connected', 'from', '2001:0db8:85a3:0000:0000:8a2e:0370:7334', '.']","['B-org', 'O', 'O', 'B-Token', 'O', 'O', 'B-IP', 'O']",True
"Yesterday, the token fgh56_jklm78-xyz12345 was sent to Paris from 192.0.2.146.","['Yesterday', ',', 'the', 'token', 'fgh56_jklm78-xyz12345', 'was', 'sent', 'to', 'Paris', 'from', '192.0.2.146', '.']","['B-tim', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'B-geo', 'O', 'B-IP', 'O']",True
The CEO Michael Smith accessed the system using code qwer1234_asdf5678-ghjkl on 2023-04-01 from 203.0.113.195.,"['The', 'CEO', 'Michael', 'Smith', 'accessed', 'the', 'system', 'using', 'code', 'qwer1234_asdf5678-ghjkl', 'on', '2023-04-01', 'from', '203.0.113.195', '.']","['O', 'O', 'B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O']",True
Token rmnbv54321_qwer-tyuio was generated at 198.51.100.23 during the conference in London.,"['Token', 'rmnbv54321_qwer-tyuio', 'was', 'generated', 'at', '198.51.100.23', 'during', 'the', 'conference', 'in', 'London', '.']","['O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'O', 'O', 'B-gpe', 'O']",True
Amazon's server logged the event with token asdfghjkl1234567890 at 10.10.10.10 on Friday.,"['Amazon', ""'s"", 'server', 'logged', 'the', 'event', 'with', 'token', 'asdfghjkl1234567890', 'at', '10.10.10.10', 'on', 'Friday', '.']","['B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Token', 'O', 'B-IP', 'O', 'B-tim', 'O']",True
The credential poiuytrewq_1234567890 was revoked from IP 172.20.14.5 during the summit in Berlin.,"['The', 'credential', 'poiuytrewq_1234567890', 'was', 'revoked', 'from', 'IP', '172.20.14.5', 'during', 'the', 'summit', 'in', 'Berlin', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'O', 'O', 'B-gpe', 'O']",True
Dr. Emily Clark verified the key 0987tyuio_pasdfghjkl from 2405:4800:100:101::1234 on Monday.,"['Dr.', 'Emily', 'Clark', 'verified', 'the', 'key', '0987tyuio_pasdfghjkl', 'from', '2405:4800:100:101::1234', 'on', 'Monday', '.']","['O', 'B-per', 'I-per', 'O', 'O', 'O', 'B-Token', 'O', 'B-IP', 'O', 'B-tim', 'O']",True
The token nmskldfjqwe123-4567 was sent by NASA from 192.168.0.5 during the launch event.,"['The', 'token', 'nmskldfjqwe123-4567', 'was', 'sent', 'by', 'NASA', 'from', '192.168.0.5', 'during', 'the', 'launch', 'event', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'B-org', 'O', 'B-IP', 'O', 'O', 'O', 'O', 'O']",True
Google processed the token qwer_asdf_zxcvbnm12345 at 172.31.255.255 on Tuesday.,"['Google', 'processed', 'the', 'token', 'qwer_asdf_zxcvbnm12345', 'at', '172.31.255.255', 'on', 'Tuesday', '.']","['B-org', 'O', 'O', 'O', 'B-Token', 'O', 'B-IP', 'O', 'B-tim', 'O']",True
The IP 198.51.100.14 accessed the system with credential asdf1234-qwertyuiop in Paris.,"['The', 'IP', '198.51.100.14', 'accessed', 'the', 'system', 'with', 'credential', 'asdf1234-qwertyuiop', 'in', 'Paris', '.']","['O', 'O', 'B-IP', 'O', 'O', 'O', 'O', 'O', 'B-Token', 'O', 'B-geo', 'O']",True
"During the meeting in San Francisco, the token 1q2w3e4r5t6y7u8i9o was updated from 10.255.255.1.","['During', 'the', 'meeting', 'in', 'San', 'Francisco', ',', 'the', 'token', '1q2w3e4r5t6y7u8i9o', 'was', 'updated', 'from', '10.255.255.1', '.']","['O', 'O', 'O', 'O', 'B-gpe', 'I-gpe', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O']",True
Jessica received the code lkjhgfdsapoiuytrewq from 203.0.113.10 during the workshop.,"['Jessica', 'received', 'the', 'code', 'lkjhgfdsapoiuytrewq', 'from', '203.0.113.10', 'during', 'the', 'workshop', '.']","['B-per', 'O', 'O', 'O', 'B-Token', 'O', 'B-IP', 'O', 'O', 'O', 'O']",True
The token 9o8i7u6y5t4r3e2w1qasdf was logged in New Delhi from 172.20.10.5.,"['The', 'token', '9o8i7u6y5t4r3e2w1qasdf', 'was', 'logged', 'in', 'New', 'Delhi', 'from', '172.20.10.5', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'B-gpe', 'I-gpe', 'O', 'B-IP', 'O']",True
Facebook processed token zxcvbnmlkjhgfdsa98765 from 192.168.100.100 on Saturday.,"['Facebook', 'processed', 'token', 'zxcvbnmlkjhgfdsa98765', 'from', '192.168.100.100', 'on', 'Saturday', '.']","['B-org', 'O', 'O', 'B-Token', 'O', 'B-IP', 'O', 'B-tim', 'O']",True
The IP 2400:cb00:2048:1::c629:d7a2 was used to access token poiuytrewq0987-asdfghjkl in London.,"['The', 'IP', '2400:cb00:2048:1::c629:d7a2', 'was', 'used', 'to', 'access', 'token', 'poiuytrewq0987-asdfghjkl', 'in', 'London', '.']","['O', 'O', 'B-IP', 'O', 'O', 'O', 'O', 'O', 'B-Token', 'O', 'B-gpe', 'O']",True
"At 14:00, the key asdf1234_qwer5678-zxcv was verified at 192.0.2.50 by Elon Musk.","['At', '14:00', ',', 'the', 'key', 'asdf1234_qwer5678-zxcv', 'was', 'verified', 'at', '192.0.2.50', 'by', 'Elon', 'Musk', '.']","['O', 'B-tim', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'B-per', 'I-per', 'O']",True
The token 12345_qwertyuiopasdfghjkl was generated in Rome with IP 203.0.113.77.,"['The', 'token', '12345_qwertyuiopasdfghjkl', 'was', 'generated', 'in', 'Rome', 'with', 'IP', '203.0.113.77', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'B-IP', 'O']",True
Microsoft's server received code zxcasdqwe123456789 from 198.51.100.22 at 09:30.,"['Microsoft', ""'s"", 'server', 'received', 'code', 'zxcasdqwe123456789', 'from', '198.51.100.22', 'at', '09:30', '.']","['B-org', 'O', 'O', 'O', 'O', 'B-Token', 'O', 'B-IP', 'O', 'B-tim', 'O']",True
The IP 203.0.113.200 was associated with token lkjhgfdsapoi0987654321 in Tokyo.,"['The', 'IP', '203.0.113.200', 'was', 'associated', 'with', 'token', 'lkjhgfdsapoi0987654321', 'in', 'Tokyo', '.']","['O', 'O', 'B-IP', 'O', 'O', 'O', 'O', 'B-Token', 'O', 'B-geo', 'O']",True
"During Friday's event, the token 1a2b3c4d5e6f7g8h9i0j was sent from 10.10.10.20 to Google headquarters.","['During', 'Friday', ""'s"", 'event', ',', 'the', 'token', '1a2b3c4d5e6f7g8h9i0j', 'was', 'sent', 'from', '10.10.10.20', 'to', 'Google', 'headquarters', '.']","['O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'B-org', 'O', 'O']",True
The key poiuytrewqlkjhgf_123456 was authenticated by Dr. Sarah Lee from 2400:cb00:2048:1::c629:d7a2.,"['The', 'key', 'poiuytrewqlkjhgf_123456', 'was', 'authenticated', 'by', 'Dr.', 'Sarah', 'Lee', 'from', '2400:cb00:2048:1::c629:d7a2', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'B-per', 'I-per', 'O', 'B-IP', 'O']",True
New York office received the token abcdefghijklmnopqr_12345 from 192.168.1.10.,"['New', 'York', 'office', 'received', 'the', 'token', 'abcdefghijklmnopqr_12345', 'from', '192.168.1.10', '.']","['B-gpe', 'I-gpe', 'O', 'O', 'O', 'O', 'B-Token', 'O', 'B-IP', 'O']",True
Jessica used token qwertyuiopasdfghjklzxcvbnm_12345 to log in from IP 172.31.255.255.,"['Jessica', 'used', 'token', 'qwertyuiopasdfghjklzxcvbnm_12345', 'to', 'log', 'in', 'from', 'IP', '172.31.255.255', '.']","['B-per', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'O', 'B-IP', 'O']",True
"Yesterday at 15:30, the code asdfghjklzxcvbnm123456 was sent from 198.51.100.33 to Microsoft.","['Yesterday', 'at', '15:30', ',', 'the', 'code', 'asdfghjklzxcvbnm123456', 'was', 'sent', 'from', '198.51.100.33', 'to', 'Microsoft', '.']","['B-tim', 'O', 'B-tim', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'B-org', 'O']",True
The IP 10.0.0.1 was used by Alice to verify token 12345qwertyuiopasdfgh in Berlin.,"['The', 'IP', '10.0.0.1', 'was', 'used', 'by', 'Alice', 'to', 'verify', 'token', '12345qwertyuiopasdfgh', 'in', 'Berlin', '.']","['O', 'O', 'B-IP', 'O', 'O', 'O', 'B-per', 'O', 'O', 'O', 'B-Token', 'O', 'B-gpe', 'O']",True
Code mnbvcxzlkjhgfdsapoiuy_09876 was generated at 172.20.14.8 during the meeting in Paris.,"['Code', 'mnbvcxzlkjhgfdsapoiuy_09876', 'was', 'generated', 'at', '172.20.14.8', 'during', 'the', 'meeting', 'in', 'Paris', '.']","['O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'O', 'O', 'B-geo', 'O']",True
Amazon's token uytresdfghjklqaz12345 was verified from 2405:4800:100:101::1234 on Sunday.,"['Amazon', ""'s"", 'token', 'uytresdfghjklqaz12345', 'was', 'verified', 'from', '2405:4800:100:101::1234', 'on', 'Sunday', '.']","['B-org', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'B-tim', 'O']",True
The token qazwsxedcrfvtgbyhnujm123456789 was sent by NASA from 198.18.0.1 during the conference.,"['The', 'token', 'qazwsxedcrfvtgbyhnujm123456789', 'was', 'sent', 'by', 'NASA', 'from', '198.18.0.1', 'during', 'the', 'conference', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'B-org', 'O', 'B-IP', 'O', 'O', 'O', 'O']",True
"On Monday, token asdfghjk987654321 was logged at 10.0.0.99 in New York.","['On', 'Monday', ',', 'token', 'asdfghjk987654321', 'was', 'logged', 'at', '10.0.0.99', 'in', 'New', 'York', '.']","['O', 'B-tim', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'B-gpe', 'I-gpe', 'O']",True
Elon Musk accessed credential poiuytrewqlkjhgfdsamnbvcxz from 172.16.0.1.,"['Elon', 'Musk', 'accessed', 'credential', 'poiuytrewqlkjhgfdsamnbvcxz', 'from', '172.16.0.1', '.']","['B-per', 'I-per', 'O', 'O', 'B-Token', 'O', 'B-IP', 'O']",True
The token 12345asdfgh67890qwer was generated during the summit in San Francisco at 198.51.100.100.,"['The', 'token', '12345asdfgh67890qwer', 'was', 'generated', 'during', 'the', 'summit', 'in', 'San', 'Francisco', 'at', '198.51.100.100', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'I-gpe', 'O', 'B-IP', 'O']",True
Dr. John Watson sent the key poiuytrewq_09876 from 10.10.10.10 to London office.,"['Dr.', 'John', 'Watson', 'sent', 'the', 'key', 'poiuytrewq_09876', 'from', '10.10.10.10', 'to', 'London', 'office', '.']","['O', 'B-per', 'I-per', 'O', 'O', 'O', 'B-Token', 'O', 'B-IP', 'O', 'B-gpe', 'O', 'O']",True
The IP 192.168.1.200 was used to verify token mnbvcxzlkjhgfdsapoiuyqwert123456.,"['The', 'IP', '192.168.1.200', 'was', 'used', 'to', 'verify', 'token', 'mnbvcxzlkjhgfdsapoiuyqwert123456', '.']","['O', 'O', 'B-IP', 'O', 'O', 'O', 'O', 'O', 'B-Token', 'O']",True
Jessica logged in using token qazwsxedcrfvtgbyhnujm123456 from 2405:4800:100:101::1234.,"['Jessica', 'logged', 'in', 'using', 'token', 'qazwsxedcrfvtgbyhnujm123456', 'from', '2405:4800:100:101::1234', '.']","['B-per', 'O', 'O', 'O', 'O', 'B-Token', 'O', 'B-IP', 'O']",True
Amazon's server at 198.51.100.44 verified the credential 1234asdfgh5678qwertyu.,"['Amazon', ""'s"", 'server', 'at', '198.51.100.44', 'verified', 'the', 'credential', '1234asdfgh5678qwertyu', '.']","['B-org', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'O', 'B-Token', 'O']",True
The token plmoknijbuhvygctfxrdzeswaq12345 was sent to Berlin from 172.31.255.254.,"['The', 'token', 'plmoknijbuhvygctfxrdzeswaq12345', 'was', 'sent', 'to', 'Berlin', 'from', '172.31.255.254', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'B-gpe', 'O', 'B-IP', 'O']",True
"On Thursday, the key qazwsxedcrfvtgbyhnujm09876 was authenticated at 192.168.0.200.","['On', 'Thursday', ',', 'the', 'key', 'qazwsxedcrfvtgbyhnujm09876', 'was', 'authenticated', 'at', '192.168.0.200', '.']","['O', 'B-tim', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O']",True
Facebook sent token lkjhgfdsapoiuytrewq123456789 to the office in New Delhi.,"['Facebook', 'sent', 'token', 'lkjhgfdsapoiuytrewq123456789', 'to', 'the', 'office', 'in', 'New', 'Delhi', '.']","['B-org', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'B-gpe', 'I-gpe', 'O']",True
